id,Quantity,InstallationDate,HealthScore,DateOfLastSpecificAction,DateOfLastStateRecording,ExtraArea,EnvironmentAgingRate,KnownApparentAge,SAIDI15min,ExtraAreaLevel2,EstimatedDowntime,CustomData_Number,CustomData_String,ConsequenceSpecificQuantity
BRESTL71PARIS_9_Lignes_Souterraines_Oleostatique,3,1960-01-01,5,2010-11-01,2010-12-10,ANJOU,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_159""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL71PARIS_9_Lignes_Souterraines_Oleostatique_Agent,3,1960-01-01,25,2010-11-01,2010-12-10,ANJOU,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_160""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_10_82_Pylones_Acier,1,1991-01-01,4,2010-11-12,2014-02-20,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_161""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_10_82_Pylones_Acier_Agent,1,1991-01-01,3,2010-11-12,2014-02-20,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_162""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_10_Lignes_Aeriennes_Homogene,3,1875-01-01,20,2011-11-23,2011-10-26,BRETAGNE,1,13,1,NANTES,,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_10_Lignes_Souterraines_Synthetique,3,1932-01-01,3,2014-04-13,2012-04-07,BRETAGNE,1,3,1,NANTES,,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_1_81_Pylones_Acier,1,1991-01-01,4,2010-04-22,2013-10-13,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_163""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_1_81_Pylones_Acier_Agent,1,1991-01-01,4,2010-04-22,2013-10-13,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_164""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_1_Lignes_Aeriennes_Homogene,3,1929-01-01,86,2013-04-09,2013-02-17,BRETAGNE,1,13,1,NANTES,,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_1_Lignes_Souterraines_Synthetique,3,1948-01-01,67,2010-04-22,2010-04-07,BRETAGNE,1,63,1,NANTES,,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_2_83_Pylones_Acier,1,1996-01-01,19,2014-01-23,2011-05-01,BRETAGNE,1,17,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_165""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_2_83_Pylones_Acier_Agent,1,1996-01-01,3,2014-01-23,2011-05-01,BRETAGNE,1,17,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_166""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_2_Lignes_Aeriennes_Homogene,3,1848-01-01,47,2010-07-01,2012-10-21,BRETAGNE,1,14,1,NANTES,,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_2_Lignes_Souterraines_Synthetique,3,1916-01-01,19,2010-12-04,2014-06-24,BRETAGNE,1,19,1,NANTES,,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_3_84_Pylones_Acier,1,1993-01-01,2,2014-01-16,2014-04-11,BRETAGNE,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_167""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_3_84_Pylones_Acier_Agent,1,1993-01-01,6,2014-01-16,2014-04-11,BRETAGNE,1,1,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_168""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_3_Lignes_Aeriennes_Homogene,3,1858-01-01,37,2012-05-05,2010-06-16,BRETAGNE,1,31,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_3_Lignes_Souterraines_Synthetique,3,1940-01-01,75,2010-12-26,2013-03-24,BRETAGNE,1,42,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_4_85_Pylones_Acier,1,1996-01-01,19,2011-11-16,2012-02-11,BRETAGNE,1,7,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_169""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_4_85_Pylones_Acier_Agent,1,1996-01-01,9,2011-11-16,2012-02-11,BRETAGNE,1,7,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_170""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_4_Lignes_Aeriennes_Homogene,3,1862-01-01,33,2010-05-22,2011-01-24,BRETAGNE,1,5,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_4_Lignes_Souterraines_Synthetique,3,1936-01-01,79,2013-11-03,2014-05-04,BRETAGNE,1,9,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_5_86_Pylones_Acier,1,1986-01-01,9,2010-06-04,2012-07-03,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_171""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_5_86_Pylones_Acier_Agent,1,1986-01-01,1,2010-06-04,2012-07-03,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_172""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_5_Lignes_Aeriennes_Homogene,3,1893-01-01,2,2014-04-19,2010-12-19,BRETAGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_5_Lignes_Souterraines_Synthetique,3,1948-01-01,67,2012-05-14,2012-12-21,BRETAGNE,1,50,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_6_87_Pylones_Acier,1,1993-01-01,2,2014-11-09,2014-11-25,BRETAGNE,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_173""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_6_87_Pylones_Acier_Agent,1,1993-01-01,3,2014-11-09,2014-11-25,BRETAGNE,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_174""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_6_Lignes_Aeriennes_Homogene,3,1891-01-01,4,2013-09-19,2011-07-13,BRETAGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_6_Lignes_Souterraines_Synthetique,3,1932-01-01,3,2012-05-20,2014-07-28,BRETAGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_7_88_Pylones_Acier,1,1990-01-01,5,2010-08-23,2013-10-18,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_175""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_7_88_Pylones_Acier_Agent,1,1990-01-01,7,2010-08-23,2013-10-18,BRETAGNE,1,3,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_176""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_7_Lignes_Aeriennes_Homogene,3,1864-01-01,31,2010-07-01,2010-12-23,BRETAGNE,1,2,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_7_Lignes_Souterraines_Synthetique,3,1945-01-01,70,2013-07-12,2012-08-24,BRETAGNE,1,24,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_8_89_Pylones_Acier,1,1998-01-01,17,2012-04-18,2014-12-04,BRETAGNE,1,7,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_177""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_8_89_Pylones_Acier_Agent,1,1998-01-01,5,2012-04-18,2014-12-04,BRETAGNE,1,7,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_178""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_8_Lignes_Aeriennes_Homogene,3,1927-01-01,88,2011-03-12,2011-03-25,BRETAGNE,1,51,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_8_Lignes_Souterraines_Synthetique,3,1941-01-01,74,2014-04-11,2010-10-15,BRETAGNE,1,20,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_9_90_Pylones_Acier,1,1989-01-01,6,2014-07-15,2012-08-03,BRETAGNE,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_179""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_9_90_Pylones_Acier_Agent,1,1989-01-01,6,2014-07-15,2012-08-03,BRETAGNE,1,2,1,NANTES,7.01923,"{""Weight"":30}","{""IsActif"":""true"",""RateLevel"":""HTB3"",""SerialNumber"":""AgCo_180""}","{""FinancialConsequence"":6666.0,""EnvironmentalConsequence"":2222.0,""NetworkConsequence"":4444.0}"
BRESTL72LILLE_9_Lignes_Aeriennes_Homogene,3,1929-01-01,86,2013-06-01,2011-02-22,BRETAGNE,1,1,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
BRESTL72LILLE_9_Lignes_Souterraines_Synthetique,3,1949-01-01,66,2010-02-28,2014-06-23,BRETAGNE,1,13,1,NANTES,7.01923,"{""LinearMassDensity"":0.4,""LinearMassDensityReference"":0.9,""MeanHumidity"":0.5,""MeanTemperature"":10}","{""RateLevel"":""HTB3""}",
LILLE_P31_BC31_HT_A04_Diff_rentielle_de_barres_Controles_Commande_Local_PDB_Analogique,1,1965-01-01,10,2012-09-19,2012-11-28,POITOU CHARENTES,1,10,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_BC31_HT_CM_EJOF_72_ME43_Transformateurs_de_Mesure_TDM_40,1,1969-01-01,6,2011-08-17,2010-10-02,POITOU CHARENTES,1,3,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_BC31_HT_DJ_OP63_Disjoncteurs_DJ_50,1,1967-01-01,48,2011-07-05,2011-11-14,POITOU CHARENTES,1,46,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_BC31_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60,1,1953-01-01,2,2010-07-16,2014-04-06,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_BO31_HT_SansType_Controles_Commande_Local_FondPoste_Analogique,1,1950-01-01,65,2012-01-17,2012-12-23,POITOU CHARENTES,1,49,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31BREST_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,1,1967-01-01,8,2013-11-16,2010-04-19,POITOU CHARENTES,1,3,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31BREST_HT_DJ_FXT_72_Disjoncteurs_DJ_35,1,1975-01-01,5,2011-09-02,2010-05-03,BRETAGNE,1,4,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1981-01-01,34,2013-12-28,2013-03-21,POITOU CHARENTES,1,12,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30,1,1996-01-01,19,2010-08-20,2014-09-08,POITOU CHARENTES,1,2,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31NANCY_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,1,1968-01-01,7,2011-03-24,2013-11-17,POITOU CHARENTES,1,5,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31NANCY_HT_DJ_OP63_Disjoncteurs_DJ_50,1,1969-01-01,46,2010-03-17,2013-07-10,POITOU CHARENTES,1,28,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31NANCY_HT_S_5361_Rep_LT_Sectionneurs_SA_50,1,1967-01-01,48,2012-04-26,2010-04-08,POITOU CHARENTES,1,41,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L31NANCY_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35,1,1976-01-01,4,2014-03-24,2013-10-12,POITOU CHARENTES,1,0,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L32BREST_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,1,1978-01-01,37,2011-12-11,2012-05-21,BRETAGNE,1,8,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L32BREST_HT_DJ_FXT_72_Disjoncteurs_DJ_35,1,1984-01-01,31,2013-04-12,2011-11-14,BRETAGNE,1,10,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L32BREST_HT_Electre_Controles_Commande_Local_Tranche_Analogique,1,1970-01-01,5,2010-10-25,2012-11-17,POITOU CHARENTES,1,2,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L32BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1974-01-01,1,2011-02-21,2014-09-16,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_L32BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30,1,2002-01-01,13,2011-11-25,2012-03-16,POITOU CHARENTES,1,2,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_Y631_HT_DJ_FXT_72_Disjoncteurs_DJ_35,1,1977-01-01,3,2011-06-22,2010-10-03,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_Y631_HT_Electre_Controles_Commande_Local_Tranche_Analogique,1,1977-01-01,38,2011-04-22,2013-11-12,POITOU CHARENTES,1,27,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_Y631_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1976-01-01,39,2014-12-21,2011-05-14,POITOU CHARENTES,1,10,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_Y631_HT_TT_UCT_72_60_Transformateurs_de_Mesure_TDM_45,1,1968-01-01,2,2011-02-10,2014-07-18,POITOU CHARENTES,1,0,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P31_Y631_HT_Y_Sans_Type_Transformateurs_de_Puissance_TDP,1,1990-01-01,5,2013-12-27,2014-11-23,POITOU CHARENTES,1,0,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_BC31_HT_A04_Diff_rentielle_de_barres_Controles_Commande_Local_PDB_Analogique,1,1965-01-01,10,2010-10-21,2013-06-11,POITOU CHARENTES,1,10,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_BC31_HT_CM_EJOF_72_ME43_Transformateurs_de_Mesure_TDM_40,1,1977-01-01,38,2012-04-13,2011-06-15,POITOU CHARENTES,1,34,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_BC31_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60,1,1956-01-01,59,2013-08-01,2013-03-13,POITOU CHARENTES,1,23,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L31BREST_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,1,1973-01-01,2,2014-10-28,2011-04-28,POITOU CHARENTES,1,2,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L31BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1979-01-01,36,2014-06-12,2011-10-26,POITOU CHARENTES,1,22,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L31BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30,1,1993-01-01,2,2012-07-04,2011-10-08,POITOU CHARENTES,1,0,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L31NANCY_HT_Electre_Controles_Commande_Local_Tranche_Analogique,1,1973-01-01,2,2013-02-13,2013-06-10,POITOU CHARENTES,1,2,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L31NANCY_HT_S_5361_Rep_LT_Sectionneurs_SA_50,1,1966-01-01,49,2010-12-10,2014-12-06,POITOU CHARENTES,1,37,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L31NANCY_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35,1,1981-01-01,34,2011-06-20,2010-05-22,POITOU CHARENTES,1,8,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L32BREST_HT_Electre_Controles_Commande_Local_Tranche_Analogique,1,1978-01-01,37,2010-05-11,2014-05-17,POITOU CHARENTES,1,34,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L32BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1981-01-01,34,2010-05-02,2010-10-14,POITOU CHARENTES,1,3,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_L32BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30,1,1994-01-01,1,2012-10-20,2014-06-25,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_Y631_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,1,1965-01-01,10,2010-06-25,2012-09-27,POITOU CHARENTES,1,4,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_Y631_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1970-01-01,5,2010-06-04,2014-12-16,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P32_Y631_HT_TT_UCT_72_60_Transformateurs_de_Mesure_TDM_45,1,1975-01-01,40,2013-04-27,2013-04-28,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB1""}",
LILLE_P61_BC61_HT_A04_Diff_rentielle_de_barres_Controles_Commande_Local_PDB_Analogique,1,1969-01-01,6,2011-02-27,2012-11-19,POITOU CHARENTES,1,5,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_BC61_HT_CM_EJOF_72_ME43_Transformateurs_de_Mesure_TDM_40,1,1979-01-01,36,2013-04-03,2013-01-27,POITOU CHARENTES,1,29,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_BC61_HT_DJ_OP63_Disjoncteurs_DJ_50,1,1967-01-01,48,2010-07-24,2012-06-17,POITOU CHARENTES,1,47,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_BC61_HT_S_SR_16200_Rep_A1_Sectionneurs_SA_60,1,1950-01-01,5,2014-05-26,2013-10-22,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_BO61_HT_SansType_Controles_Commande_Local_FondPoste_Analogique,1,1950-01-01,65,2010-02-20,2012-12-07,POITOU CHARENTES,1,46,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61BREST_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,1,1975-01-01,40,2012-11-03,2011-04-13,POITOU CHARENTES,1,23,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61BREST_HT_DJ_FXT_72_Disjoncteurs_DJ_35,1,1978-01-01,2,2013-03-12,2011-07-16,BRETAGNE,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1970-01-01,5,2011-11-19,2011-04-11,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30,1,1996-01-01,19,2014-06-28,2010-03-07,POITOU CHARENTES,1,3,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61NANCY_HT_DJ_OP63_Disjoncteurs_DJ_50,1,1967-01-01,48,2013-02-11,2012-10-28,POITOU CHARENTES,1,7,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61NANCY_HT_Electre_Controles_Commande_Local_Tranche_Analogique,1,1968-01-01,7,2013-08-01,2012-07-06,POITOU CHARENTES,1,2,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61NANCY_HT_S_5361_Rep_LT_Sectionneurs_SA_50,1,1959-01-01,6,2014-04-15,2013-01-23,POITOU CHARENTES,1,4,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L61NANCY_HT_TCT_CPTF_245_4_Transformateurs_de_Mesure_TDM_35,1,1982-01-01,33,2013-07-02,2011-03-15,POITOU CHARENTES,1,2,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L62BREST_HT_Daphnee_Controles_Commande_Local_Tranche_Analogique,1,1978-01-01,37,2012-11-24,2010-08-20,BRETAGNE,1,25,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L62BREST_HT_DJ_FXT_72_Disjoncteurs_DJ_35,1,1982-01-01,33,2013-04-26,2011-06-17,BRETAGNE,1,14,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L62BREST_HT_Electre_Controles_Commande_Local_Tranche_Analogique,1,1971-01-01,4,2011-10-02,2013-08-07,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L62BREST_HT_S_5930_Rep_A1_Sectionneurs_SA_40,1,1973-01-01,2,2014-07-19,2014-06-11,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
LILLE_P61_L62BREST_HT_TC_GIF72_5_58_J_2_1_Transformateurs_de_Mesure_TDM<=30,1,1989-01-01,6,2011-09-27,2014-08-22,POITOU CHARENTES,1,1,1,NANTES,7.01923,,"{""RateLevel"":""HTB2""}",
